COUNTRY,MISSION,VISA ISSUE DATE,EMPLOYMENT VISA,TOURIST VISA,BUSINESS VISA,CONFERENCE VISA,BUS VISA INDSPOUSE,BUSINESS VISA TRANSFER,DIPLOMATIC VISA,DIPLOMATIC DEPENDANT VISA,EMPLOYMENT VISA INDSPOUSE,ENTRY VISA,MEDICAL VISA,MEDICAL ATTENDENT VISA,MISSIONARY VISA,PILGRIMAGE VISA,RESEARCH VISA,PROJECT VISA,TRANSIT VISA,VISIT VISA,ART SURROGACY,LONG TERM VISA TRANSFER,STUDENT VISA
IRELAND,IRELAND-DUBLIN,12-06-2013,0,21,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRAN,IRAN-TEHRAN,12-06-2013,0,91,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19
IRAN,IRAN-ZAHEDAN,12-06-2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISRAEL,ISRAEL-TELAVIV,12-06-2013,1,81,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITALY,ITALY-MILAN,12-06-2013,0,39,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITALY,ITALY-ROME,12-06-2013,0,40,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,JAPAN-KOBE,12-06-2013,12,65,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,JAPAN-TOKYO,12-06-2013,19,104,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KAZAKHSTAN,KAZAKSTAN-ASTANA,12-06-2013,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KENYA,KENYA-MOMBASA,12-06-2013,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KENYA,KENYA-NAIROBI,12-06-2013,0,68,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAMBODIA,CAMBODIA-PHNOMPENH,12-06-2013,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOREA(REPUBLIC OF),KOREA(SOUTH)-SEOUL,12-06-2013,5,194,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16
LAOS,LAOS-VIENTIENE,12-06-2013,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRI LANKA,SRILANKA-COLOMBO,12-06-2013,0,320,60,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10
MALDIVES,MALDIVES-MALE,12-06-2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
MEXICO,MEXICO-MEXICOCITY,12-06-2013,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
MYANMAR,MYANMAR-YANGON,12-06-2013,0,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MOZAMBIQUE,MOZAMBIQUE-MAPUTO,12-06-2013,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MAURITIUS,MAURITIUS-PORTLOUIS,12-06-2013,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALAYSIA,MALAYSIA-KUALALUMPUR,12-06-2013,0,521,45,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
NIGERIA,NIGERIA-ABUJA,12-06-2013,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
NIGERIA,NIGERIA-LAGOS,12-06-2013,0,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NETHERLANDS,NETHERLANDS-THEHAGUE,12-06-2013,2,109,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWAY,NORWAY-OSLO,12-06-2013,0,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEPAL,NEPAL-KATHMANDU,12-06-2013,0,23,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0
NEW ZEALAND,NEWZEALAND-WELLINGTON,12-06-2013,0,33,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMAN,OMAN-MUSCAT,12-06-2013,0,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAKISTAN,PAKISTAN-ISLAMABAD,12-06-2013,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0
PERU,PERU-LIMA,12-06-2013,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POLAND,POLAND-WARSAW,12-06-2013,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PORTUGAL,PORTUGAL-LISBON,12-06-2013,1,11,4,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
SAUDI ARABIA,SAUDIARABIA-JEDDAH,12-06-2013,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SUDAN,SUDAN-KHARTOUM,12-06-2013,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SINGAPORE,SINGAPORE-SINGAPORE,12-06-2013,0,153,122,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
SWEDEN,SWEDEN-STOCKHOLM,12-06-2013,0,25,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
THAILAND,THAILAND-BANGKOK,12-06-2013,0,168,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
TURKEY,TURKEY-ANKARA,12-06-2013,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TURKEY,TURKEY-ISTANBUL,12-06-2013,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
TAIWAN,TAIWAN-TAIPEI,12-06-2013,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UKRAINE,UKRAINE-KYIV,12-06-2013,4,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
UNITED STATES OF AMERICA,USA-CHICAGO,12-06-2013,0,83,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
UNITED STATES OF AMERICA,USA-HOUSTON,12-06-2013,0,125,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UNITED STATES OF AMERICA,USA-NEWYORK,12-06-2013,0,281,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UNITED STATES OF AMERICA,USA-SANFRANCISCO,12-06-2013,0,265,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
VIETNAM,VIETNAM-HANOI,12-06-2013,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIETNAM,VIETNAM-HO-CHI-MINHCITY,12-06-2013,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YEMEN,YEMEN-SANAA,12-06-2013,0,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
SOUTH AFRICA,SOUTHAFRICA-CAPETOWN,12-06-2013,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH AFRICA,SOUTHAFRICA-DURBAN,12-06-2013,0,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH AFRICA,SOUTHAFRICA-PRETORIA,12-06-2013,3,12,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED ARAB EMIRATES,UAE-ABUDHABI,13-06-2013,0,98,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED ARAB EMIRATES,UAE-DUBAI,13-06-2013,0,350,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ARGENTINA,ARGENTINA-BUENOSAIRES,13-06-2013,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRALIA,AUSTRALIA-CANBERRA,13-06-2013,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AUSTRALIA,AUSTRALIA-MELBOURNE,13-06-2013,2,62,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AUSTRALIA,AUSTRALIA-PERTH,13-06-2013,0,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRALIA,AUSTRALIA-SYDNEY,13-06-2013,9,105,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRIA,AUSTRIA-VIENNA,13-06-2013,1,49,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BELGIUM,BELGIUM-BRUSSELS,13-06-2013,0,54,21,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,13-06-2013,0,399,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
BANGLADESH,BANGLADESH-DHAKA,13-06-2013,0,1244,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
BANGLADESH,BANGLADESH-RAJSHAHI,13-06-2013,0,176,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
BULGARIA,BULGARIA-SOFIA,13-06-2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAHRAIN,BAHRAIN-ALDIYA,13-06-2013,0,48,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRAZIL,BRAZIL-BRASILIA,13-06-2013,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRAZIL,BRAZIL-SAOPAULO,13-06-2013,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRUNEI,BRUNEI-DARUSSALAM,13-06-2013,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CANADA,CANADA-OTTAWA,13-06-2013,0,29,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CANADA,CANADA-TORONTO,13-06-2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWITZERLAND,SWITZERLAND-BERNE,13-06-2013,0,64,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CHILE,CHILE-SANTIAGO,13-06-2013,0,4,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
CHINA,CHINA-BEIJING,13-06-2013,20,46,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHINA,CHINA-GUANGZHOU,13-06-2013,0,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CHINA,CHINA-HONGKONG,13-06-2013,0,42,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHINA,CHINA-SHANGHAI,13-06-2013,1,18,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLOMBIA,COLOMBIA-BOGOTA,13-06-2013,1,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GERMANY,GERMANY-BERLIN,13-06-2013,3,55,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GERMANY,GERMANY-FRANKFURT,13-06-2013,4,69,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GERMANY,GERMANY-HAMBURG,13-06-2013,2,28,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
GERMANY,GERMANY-MUNICH,13-06-2013,4,38,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DENMARK,DENMARK-COPENHAGEN,13-06-2013,1,19,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
EGYPT,EGYPT-CAIRO,13-06-2013,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
SPAIN,SPAIN-MADRID,13-06-2013,0,195,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETHIOPIA,ETHIOPIA-ADDISABABA,13-06-2013,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FINLAND,FINLAND-HELSINKI,13-06-2013,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRANCE,FRANCE-PARIS,13-06-2013,0,561,89,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
UNITED KINGDOM,UK-BIRMINGHAM,13-06-2013,0,150,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED KINGDOM,UK-EDINBURGH,13-06-2013,1,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
UNITED KINGDOM,UK-LONDON,13-06-2013,6,426,191,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
GHANA,GHANA-ACCRA,13-06-2013,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GREECE,GREECE-ATHENS,13-06-2013,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
HUNGARY,HUNGARY-BUDAPEST,13-06-2013,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INDONESIA,INDONESIA-JAKARTA,13-06-2013,1,16,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRELAND,IRELAND-DUBLIN,13-06-2013,3,27,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRAN,IRAN-BANDARABBAS,13-06-2013,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IRAN,IRAN-ZAHEDAN,13-06-2013,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ISRAEL,ISRAEL-TELAVIV,13-06-2013,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITALY,ITALY-MILAN,13-06-2013,2,173,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ITALY,ITALY-ROME,13-06-2013,0,29,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,JAPAN-KOBE,13-06-2013,7,16,53,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
JAPAN,JAPAN-TOKYO,13-06-2013,19,110,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
KAZAKHSTAN,KAZAKSTAN-ALMATY,13-06-2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAZAKHSTAN,KAZAKSTAN-ASTANA,13-06-2013,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KENYA,KENYA-MOMBASA,13-06-2013,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KENYA,KENYA-NAIROBI,13-06-2013,0,17,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
CAMBODIA,CAMBODIA-PHNOMPENH,13-06-2013,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOREA(REPUBLIC OF),KOREA(SOUTH)-SEOUL,13-06-2013,6,25,163,0,3,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,34
LAOS,LAOS-VIENTIENE,13-06-2013,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRI LANKA,SRILANKA-COLOMBO,13-06-2013,0,294,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
SRI LANKA,SRILANKA-JAFFNA,13-06-2013,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
MALDIVES,MALDIVES-MALE,13-06-2013,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
MEXICO,MEXICO-MEXICOCITY,13-06-2013,2,29,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MYANMAR,MYANMAR-YANGON,13-06-2013,0,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
MOZAMBIQUE,MOZAMBIQUE-MAPUTO,13-06-2013,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAURITIUS,MAURITIUS-PORTLOUIS,13-06-2013,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
MALAYSIA,MALAYSIA-KUALALUMPUR,13-06-2013,0,366,67,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
NIGERIA,NIGERIA-ABUJA,13-06-2013,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
NIGERIA,NIGERIA-LAGOS,13-06-2013,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NETHERLANDS,NETHERLANDS-THEHAGUE,13-06-2013,6,134,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWAY,NORWAY-OSLO,13-06-2013,0,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
NEPAL,NEPAL-KATHMANDU,13-06-2013,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEW ZEALAND,NEWZEALAND-WELLINGTON,13-06-2013,0,35,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMAN,OMAN-MUSCAT,13-06-2013,0,387,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PAKISTAN,PAKISTAN-ISLAMABAD,13-06-2013,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0
PERU,PERU-LIMA,13-06-2013,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHILIPPINES,PHILLIPINES-MANILA,13-06-2013,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0
POLAND,POLAND-WARSAW,13-06-2013,2,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PORTUGAL,PORTUGAL-LISBON,13-06-2013,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUSSIAN FEDERATION,RUSSIA-SAINTPETERSBURG,13-06-2013,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
SAUDI ARABIA,SAUDIARABIA-JEDDAH,13-06-2013,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SUDAN,SUDAN-KHARTOUM,13-06-2013,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SINGAPORE,SINGAPORE-SINGAPORE,13-06-2013,0,133,74,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SLOVENIA,SLOVENIA-LJUBLJANA,13-06-2013,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEDEN,SWEDEN-STOCKHOLM,13-06-2013,0,24,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THAILAND,THAILAND-BANGKOK,13-06-2013,0,79,38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
THAILAND,THAILAND-CHIANGMAI,13-06-2013,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TURKEY,TURKEY-ANKARA,13-06-2013,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TURKEY,TURKEY-ISTANBUL,13-06-2013,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TAIWAN,TAIWAN-TAIPEI,13-06-2013,0,70,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UKRAINE,UKRAINE-KYIV,13-06-2013,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
UNITED STATES OF AMERICA,USA-CHICAGO,13-06-2013,0,100,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UNITED STATES OF AMERICA,USA-HOUSTON,13-06-2013,0,150,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED STATES OF AMERICA,USA-NEWYORK,13-06-2013,0,270,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UNITED STATES OF AMERICA,USA-SANFRANCISCO,13-06-2013,0,228,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
UZBEKISTAN,UZBEKISTAN-TASHKENT,13-06-2013,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIETNAM,VIETNAM-HANOI,13-06-2013,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIETNAM,VIETNAM-HO-CHI-MINHCITY,13-06-2013,0,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH AFRICA,SOUTHAFRICA-CAPETOWN,13-06-2013,0,21,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH AFRICA,SOUTHAFRICA-DURBAN,13-06-2013,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH AFRICA,SOUTHAFRICA-PRETORIA,13-06-2013,0,25,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AUSTRALIA,AUSTRALIA-CANBERRA,14-06-2013,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRALIA,AUSTRALIA-MELBOURNE,14-06-2013,2,59,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRALIA,AUSTRALIA-PERTH,14-06-2013,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRALIA,AUSTRALIA-SYDNEY,14-06-2013,4,105,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRIA,AUSTRIA-VIENNA,14-06-2013,0,37,18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
BELGIUM,BELGIUM-BRUSSELS,14-06-2013,0,82,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BULGARIA,BULGARIA-SOFIA,14-06-2013,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRAZIL,BRAZIL-BRASILIA,14-06-2013,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRAZIL,BRAZIL-SAOPAULO,14-06-2013,0,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRUNEI,BRUNEI-DARUSSALAM,14-06-2013,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CANADA,CANADA-OTTAWA,14-06-2013,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CANADA,CANADA-TORONTO,14-06-2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWITZERLAND,SWITZERLAND-BERNE,14-06-2013,0,69,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CHILE,CHILE-SANTIAGO,14-06-2013,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHINA,CHINA-BEIJING,14-06-2013,6,27,88,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
CHINA,CHINA-GUANGZHOU,14-06-2013,0,39,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHINA,CHINA-HONGKONG,14-06-2013,0,44,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHINA,CHINA-SHANGHAI,14-06-2013,0,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLOMBIA,COLOMBIA-BOGOTA,14-06-2013,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZECH,CZECH-PRAGUE,14-06-2013,2,40,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
GERMANY,GERMANY-BERLIN,14-06-2013,0,41,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GERMANY,GERMANY-FRANKFURT,14-06-2013,2,64,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GERMANY,GERMANY-HAMBURG,14-06-2013,1,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GERMANY,GERMANY-MUNICH,14-06-2013,2,67,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
DENMARK,DENMARK-COPENHAGEN,14-06-2013,0,56,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SPAIN,SPAIN-MADRID,14-06-2013,0,227,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETHIOPIA,ETHIOPIA-ADDISABABA,14-06-2013,0,3,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
FINLAND,FINLAND-HELSINKI,14-06-2013,0,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FRANCE,FRANCE-PARIS,14-06-2013,0,519,76,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
UNITED KINGDOM,UK-BIRMINGHAM,14-06-2013,0,151,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED KINGDOM,UK-EDINBURGH,14-06-2013,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED KINGDOM,UK-LONDON,14-06-2013,5,471,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHANA,GHANA-ACCRA,14-06-2013,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GREECE,GREECE-ATHENS,14-06-2013,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GUATEMALA,GUATEMALA-GUATEMALACITY,14-06-2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CROATIA,CROATIA-ZAGREB,14-06-2013,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
HUNGARY,HUNGARY-BUDAPEST,14-06-2013,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
INDONESIA,INDONESIA-BALI,14-06-2013,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INDONESIA,INDONESIA-JAKARTA,14-06-2013,1,34,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
INDONESIA,INDONESIA-MEDAN,14-06-2013,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IRELAND,IRELAND-DUBLIN,14-06-2013,0,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISRAEL,ISRAEL-TELAVIV,14-06-2013,0,92,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITALY,ITALY-MILAN,14-06-2013,0,56,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ITALY,ITALY-ROME,14-06-2013,0,42,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
