COUNTRY,MISSION,VISA ISSUE DATE,EMPLOYMENT VISA,TOURIST VISA,BUSINESS VISA,CONFERENCE VISA,BUS VISA INDSPOUSE,BUSINESS VISA TRANSFER,DIPLOMATIC VISA,DIPLOMATIC DEPENDANT VISA,EMPLOYMENT VISA INDSPOUSE,ENTRY VISA,MEDICAL VISA,MEDICAL ATTENDENT VISA,MISSIONARY VISA,PILGRIMAGE VISA,RESEARCH VISA,PROJECT VISA,TRANSIT VISA,VISIT VISA,ART SURROGACY,LONG TERM VISA TRANSFER,STUDENT VISA
KENYA,KENYA-MOMBASA,10-06-2013,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KENYA,KENYA-NAIROBI,10-06-2013,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAMBODIA,CAMBODIA-PHNOMPENH,10-06-2013,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOREA(REPUBLIC OF),KOREA(SOUTH)-SEOUL,10-06-2013,2,157,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
LAOS,LAOS-VIENTIENE,10-06-2013,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRI LANKA,SRILANKA-COLOMBO,10-06-2013,0,259,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SRI LANKA,SRILANKA-HAMBANTOTA,10-06-2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRI LANKA,SRILANKA-JAFFNA,10-06-2013,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALDIVES,MALDIVES-MALE,10-06-2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
MEXICO,MEXICO-MEXICOCITY,10-06-2013,0,66,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYANMAR,MYANMAR-MANDALAY,10-06-2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYANMAR,MYANMAR-YANGON,10-06-2013,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZAMBIQUE,MOZAMBIQUE-MAPUTO,10-06-2013,0,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAURITIUS,MAURITIUS-PORTLOUIS,10-06-2013,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MALAYSIA,MALAYSIA-KUALALUMPUR,10-06-2013,0,411,28,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGERIA,NIGERIA-ABUJA,10-06-2013,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
NIGERIA,NIGERIA-LAGOS,10-06-2013,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NETHERLANDS,NETHERLANDS-THEHAGUE,10-06-2013,1,77,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWAY,NORWAY-OSLO,10-06-2013,2,45,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NEPAL,NEPAL-KATHMANDU,10-06-2013,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
NEW ZEALAND,NEWZEALAND-WELLINGTON,10-06-2013,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMAN,OMAN-MUSCAT,10-06-2013,0,424,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PAKISTAN,PAKISTAN-ISLAMABAD,10-06-2013,0,1,10,1,0,0,3,0,0,0,0,0,0,0,0,0,0,255,0,0,0
PERU,PERU-LIMA,10-06-2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POLAND,POLAND-WARSAW,10-06-2013,0,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RUSSIAN FEDERATION,RUSSIA-SAINTPETERSBURG,10-06-2013,2,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAUDI ARABIA,SAUDIARABIA-JEDDAH,10-06-2013,0,77,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SINGAPORE,SINGAPORE-SINGAPORE,10-06-2013,0,263,96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLOVENIA,SLOVENIA-LJUBLJANA,10-06-2013,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEDEN,SWEDEN-STOCKHOLM,10-06-2013,0,47,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
THAILAND,THAILAND-BANGKOK,10-06-2013,0,139,25,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6
THAILAND,THAILAND-CHIANGMAI,10-06-2013,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TURKEY,TURKEY-ANKARA,10-06-2013,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TURKEY,TURKEY-ISTANBUL,10-06-2013,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1
TAIWAN,TAIWAN-TAIPEI,10-06-2013,1,55,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UKRAINE,UKRAINE-KYIV,10-06-2013,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED STATES OF AMERICA,USA-CHICAGO,10-06-2013,0,74,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED STATES OF AMERICA,USA-HOUSTON,10-06-2013,0,81,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED STATES OF AMERICA,USA-NEWYORK,10-06-2013,0,269,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UNITED STATES OF AMERICA,USA-SANFRANCISCO,10-06-2013,0,209,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
VIETNAM,VIETNAM-HANOI,10-06-2013,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIETNAM,VIETNAM-HO-CHI-MINHCITY,10-06-2013,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YEMEN,YEMEN-SANAA,10-06-2013,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SOUTH AFRICA,SOUTHAFRICA-CAPETOWN,10-06-2013,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH AFRICA,SOUTHAFRICA-DURBAN,10-06-2013,0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH AFRICA,SOUTHAFRICA-JOHANNESBURG,10-06-2013,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH AFRICA,SOUTHAFRICA-PRETORIA,10-06-2013,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED ARAB EMIRATES,UAE-ABUDHABI,11-06-2013,0,107,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UNITED ARAB EMIRATES,UAE-DUBAI,11-06-2013,0,448,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARGENTINA,ARGENTINA-BUENOSAIRES,11-06-2013,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRALIA,AUSTRALIA-CANBERRA,11-06-2013,2,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRALIA,AUSTRALIA-MELBOURNE,11-06-2013,1,68,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRALIA,AUSTRALIA-PERTH,11-06-2013,0,28,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRALIA,AUSTRALIA-SYDNEY,11-06-2013,1,107,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRIA,AUSTRIA-VIENNA,11-06-2013,0,60,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BELGIUM,BELGIUM-BRUSSELS,11-06-2013,0,110,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,11-06-2013,0,298,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BANGLADESH,BANGLADESH-DHAKA,11-06-2013,0,1309,77,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
BANGLADESH,BANGLADESH-RAJSHAHI,11-06-2013,0,154,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BAHRAIN,BAHRAIN-ALDIYA,11-06-2013,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BRAZIL,BRAZIL-BRASILIA,11-06-2013,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRAZIL,BRAZIL-SAOPAULO,11-06-2013,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRUNEI,BRUNEI-DARUSSALAM,11-06-2013,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CANADA,CANADA-OTTAWA,11-06-2013,0,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CANADA,CANADA-TORONTO,11-06-2013,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWITZERLAND,SWITZERLAND-BERNE,11-06-2013,0,89,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHINA,CHINA-BEIJING,11-06-2013,0,44,83,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,3
CHINA,CHINA-GUANGZHOU,11-06-2013,3,31,69,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHINA,CHINA-HONGKONG,11-06-2013,0,47,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHINA,CHINA-SHANGHAI,11-06-2013,0,33,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLOMBIA,COLOMBIA-BOGOTA,11-06-2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GERMANY,GERMANY-BERLIN,11-06-2013,5,44,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GERMANY,GERMANY-FRANKFURT,11-06-2013,9,93,46,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
GERMANY,GERMANY-HAMBURG,11-06-2013,1,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GERMANY,GERMANY-MUNICH,11-06-2013,6,65,73,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
DENMARK,DENMARK-COPENHAGEN,11-06-2013,0,19,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGYPT,EGYPT-CAIRO,11-06-2013,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPAIN,SPAIN-MADRID,11-06-2013,0,145,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ETHIOPIA,ETHIOPIA-ADDISABABA,11-06-2013,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FINLAND,FINLAND-HELSINKI,11-06-2013,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FRANCE,FRANCE-PARIS,11-06-2013,0,612,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
UNITED KINGDOM,UK-BIRMINGHAM,11-06-2013,0,118,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED KINGDOM,UK-EDINBURGH,11-06-2013,0,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED KINGDOM,UK-LONDON,11-06-2013,6,542,201,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
GHANA,GHANA-ACCRA,11-06-2013,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GREECE,GREECE-ATHENS,11-06-2013,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUATEMALA,GUATEMALA-GUATEMALACITY,11-06-2013,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUNGARY,HUNGARY-BUDAPEST,11-06-2013,0,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INDONESIA,INDONESIA-BALI,11-06-2013,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INDONESIA,INDONESIA-JAKARTA,11-06-2013,3,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRELAND,IRELAND-DUBLIN,11-06-2013,1,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRAN,IRAN-BANDARABBAS,11-06-2013,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRAN,IRAN-TEHRAN,11-06-2013,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISRAEL,ISRAEL-TELAVIV,11-06-2013,0,73,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITALY,ITALY-MILAN,11-06-2013,3,137,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ITALY,ITALY-ROME,11-06-2013,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,JAPAN-KOBE,11-06-2013,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,JAPAN-TOKYO,11-06-2013,18,164,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KAZAKHSTAN,KAZAKSTAN-ALMATY,11-06-2013,0,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
KAZAKHSTAN,KAZAKSTAN-ASTANA,11-06-2013,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KENYA,KENYA-MOMBASA,11-06-2013,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KENYA,KENYA-NAIROBI,11-06-2013,0,43,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
CAMBODIA,CAMBODIA-PHNOMPENH,11-06-2013,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOREA(REPUBLIC OF),KOREA(SOUTH)-SEOUL,11-06-2013,3,22,107,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,21
SRI LANKA,SRILANKA-COLOMBO,11-06-2013,0,324,71,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
SRI LANKA,SRILANKA-JAFFNA,11-06-2013,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALDIVES,MALDIVES-MALE,11-06-2013,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
MEXICO,MEXICO-MEXICOCITY,11-06-2013,1,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYANMAR,MYANMAR-MANDALAY,11-06-2013,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYANMAR,MYANMAR-YANGON,11-06-2013,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
MOZAMBIQUE,MOZAMBIQUE-MAPUTO,11-06-2013,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MAURITIUS,MAURITIUS-PORTLOUIS,11-06-2013,0,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MALAYSIA,MALAYSIA-KUALALUMPUR,11-06-2013,0,513,38,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
NIGERIA,NIGERIA-ABUJA,11-06-2013,1,8,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
NIGERIA,NIGERIA-LAGOS,11-06-2013,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NETHERLANDS,NETHERLANDS-THEHAGUE,11-06-2013,21,155,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWAY,NORWAY-OSLO,11-06-2013,0,31,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEPAL,NEPAL-KATHMANDU,11-06-2013,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
NEW ZEALAND,NEWZEALAND-WELLINGTON,11-06-2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMAN,OMAN-MUSCAT,11-06-2013,0,453,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PAKISTAN,PAKISTAN-ISLAMABAD,11-06-2013,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,130,0,0,0
PERU,PERU-LIMA,11-06-2013,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHILIPPINES,PHILLIPINES-MANILA,11-06-2013,2,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0
POLAND,POLAND-WARSAW,11-06-2013,0,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PORTUGAL,PORTUGAL-LISBON,11-06-2013,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUSSIAN FEDERATION,RUSSIA-SAINTPETERSBURG,11-06-2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUSSIAN FEDERATION,RUSSIA-VLADIVOSTOK,11-06-2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,4
SAUDI ARABIA,SAUDIARABIA-JEDDAH,11-06-2013,0,70,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SUDAN,SUDAN-KHARTOUM,11-06-2013,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SINGAPORE,SINGAPORE-SINGAPORE,11-06-2013,0,203,102,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEDEN,SWEDEN-STOCKHOLM,11-06-2013,1,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
THAILAND,THAILAND-BANGKOK,11-06-2013,0,185,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THAILAND,THAILAND-CHIANGMAI,11-06-2013,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TURKEY,TURKEY-ANKARA,11-06-2013,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TURKEY,TURKEY-ISTANBUL,11-06-2013,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAIWAN,TAIWAN-TAIPEI,11-06-2013,1,86,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UKRAINE,UKRAINE-KYIV,11-06-2013,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
UNITED STATES OF AMERICA,USA-CHICAGO,11-06-2013,0,120,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UNITED STATES OF AMERICA,USA-HOUSTON,11-06-2013,0,185,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED STATES OF AMERICA,USA-NEWYORK,11-06-2013,0,276,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
UNITED STATES OF AMERICA,USA-SANFRANCISCO,11-06-2013,0,253,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
VIETNAM,VIETNAM-HANOI,11-06-2013,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIETNAM,VIETNAM-HO-CHI-MINHCITY,11-06-2013,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YEMEN,YEMEN-SANAA,11-06-2013,0,67,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14
SOUTH AFRICA,SOUTHAFRICA-CAPETOWN,11-06-2013,1,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH AFRICA,SOUTHAFRICA-DURBAN,11-06-2013,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH AFRICA,SOUTHAFRICA-JOHANNESBURG,11-06-2013,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH AFRICA,SOUTHAFRICA-PRETORIA,11-06-2013,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED ARAB EMIRATES,UAE-ABUDHABI,12-06-2013,0,74,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED ARAB EMIRATES,UAE-DUBAI,12-06-2013,0,371,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARGENTINA,ARGENTINA-BUENOSAIRES,12-06-2013,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRALIA,AUSTRALIA-CANBERRA,12-06-2013,0,16,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRALIA,AUSTRALIA-MELBOURNE,12-06-2013,0,61,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRALIA,AUSTRALIA-PERTH,12-06-2013,2,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRALIA,AUSTRALIA-SYDNEY,12-06-2013,2,92,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRIA,AUSTRIA-VIENNA,12-06-2013,0,67,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BELGIUM,BELGIUM-BRUSSELS,12-06-2013,0,88,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,12-06-2013,0,358,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2
BANGLADESH,BANGLADESH-DHAKA,12-06-2013,0,1266,78,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5
BANGLADESH,BANGLADESH-RAJSHAHI,12-06-2013,0,144,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
BULGARIA,BULGARIA-SOFIA,12-06-2013,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BAHRAIN,BAHRAIN-ALDIYA,12-06-2013,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BRAZIL,BRAZIL-BRASILIA,12-06-2013,0,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRAZIL,BRAZIL-SAOPAULO,12-06-2013,3,16,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CANADA,CANADA-OTTAWA,12-06-2013,0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CANADA,CANADA-TORONTO,12-06-2013,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWITZERLAND,SWITZERLAND-BERNE,12-06-2013,0,116,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHILE,CHILE-SANTIAGO,12-06-2013,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CHINA,CHINA-BEIJING,12-06-2013,0,28,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHINA,CHINA-GUANGZHOU,12-06-2013,0,15,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHINA,CHINA-SHANGHAI,12-06-2013,0,16,80,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
COLOMBIA,COLOMBIA-BOGOTA,12-06-2013,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZECH,CZECH-PRAGUE,12-06-2013,0,41,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GERMANY,GERMANY-BERLIN,12-06-2013,1,44,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
GERMANY,GERMANY-FRANKFURT,12-06-2013,7,58,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GERMANY,GERMANY-HAMBURG,12-06-2013,1,28,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GERMANY,GERMANY-MUNICH,12-06-2013,6,44,74,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
DENMARK,DENMARK-COPENHAGEN,12-06-2013,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGYPT,EGYPT-CAIRO,12-06-2013,0,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPAIN,SPAIN-MADRID,12-06-2013,0,174,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ETHIOPIA,ETHIOPIA-ADDISABABA,12-06-2013,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FINLAND,FINLAND-HELSINKI,12-06-2013,0,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FRANCE,FRANCE-PARIS,12-06-2013,0,537,71,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9
UNITED KINGDOM,UK-BIRMINGHAM,12-06-2013,0,130,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED KINGDOM,UK-EDINBURGH,12-06-2013,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED KINGDOM,UK-LONDON,12-06-2013,8,400,190,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
GHANA,GHANA-ACCRA,12-06-2013,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GREECE,GREECE-ATHENS,12-06-2013,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CROATIA,CROATIA-ZAGREB,12-06-2013,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUNGARY,HUNGARY-BUDAPEST,12-06-2013,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INDONESIA,INDONESIA-BALI,12-06-2013,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INDONESIA,INDONESIA-JAKARTA,12-06-2013,2,14,13,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
INDONESIA,INDONESIA-MEDAN,12-06-2013,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
